movie_id,title,overview
971,Mediterraneo (1991),
972,Passion Fish (1992),
973,Grateful Dead (1995),
974,Eye for an Eye (1996),
976,Solo (1996),
977,"Substitute, The (1996)",
978,Heaven's Prisoners (1996),
980,Mother Night (1996),
981,Dangerous Ground (1997),
982,Maximum Risk (1996),
984,Shadow Conspiracy (1997),
985,Blood & Wine (1997),
986,Turbulence (1997),
988,"Beautician and the Beast, The (1997)",
991,Keys to Tulsa (1997),
992,Head Above Water (1996),
993,Hercules (1997),
995,"Kiss Me, Guido (1997)",
996,"Big Green, The (1995)",
997,Stuart Saves His Family (1995),
1001,"Stupids, The (1996)",
1003,That Darn Cat! (1997),
1004,Geronimo: An American Legend (1993),
1006,Until the End of the World (Bis ans Ende der Welt) (1991),
1008,I Shot Andy Warhol (1996),
1009,Stealing Beauty (1996),
1010,Basquiat (1996),
1012,Private Parts (1997),
1013,Anaconda (1997),
1014,Romy and Michele's High School Reunion (1997),
1015,Shiloh (1997),
1016,Con Air (1997),
1017,Trees Lounge (1996),
1018,Tie Me Up! Tie Me Down! (1990),
1020,Gaslight (1944),
1021,8 1/2 (1963),
1022,"Fast, Cheap & Out of Control (1997)",
1025,Fire Down Below (1997),
1026,"Lay of the Land, The (1997)",
1027,"Shooter, The (1995)",
1028,Grumpier Old Men (1995),
1029,Jury Duty (1995),
1030,"Beverly Hillbillies, The (1993)",
1031,Lassie (1994),
1032,Little Big League (1994),
1033,Homeward Bound II: Lost in San Francisco (1996),"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast."
1035,Cool Runnings (1993),
1036,Drop Dead Fred (1991),
1037,Grease 2 (1982),
1038,Switchback (1997),
1039,Hamlet (1996),
1040,Two if by Sea (1996),
1043,Rent-a-Kid (1995),
1044,"Paper, The (1994)",
1045,Fearless (1993),
1046,Malice (1993),
1047,Multiplicity (1996),
1049,House Arrest (1996),
1051,"Associate, The (1996)",
1052,Dracula: Dead and Loving It (1995),
1054,Mr. Wrong (1996),
1057,"Pallbearer, The (1996)",
1058,"War, The (1994)",
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),
1060,"Adventures of Pinocchio, The (1996)",
1061,"Evening Star, The (1996)",
1062,Four Days in September (1997),
1063,"Little Princess, A (1995)",
1064,Crossfire (1947),
1065,Koyaanisqatsi (1983),
1066,Balto (1995),
1067,Bottle Rocket (1996),
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",
1069,Amateur (1994),
1070,Living in Oblivion (1995),
1071,Party Girl (1995),
1072,"Pyromaniac's Love Story, A (1995)",
1073,Shallow Grave (1994),
1074,Reality Bites (1994),
1077,Love and a .45 (1994),
1078,Oliver & Company (1988),
1079,Joe's Apartment (1996),
1081,Curdled (1996),
1082,Female Perversions (1996),
1083,Albino Alligator (1996),
1086,It's My Party (1995),
1087,Bloodsport 2 (1995),
1088,Double Team (1997),
1089,Speed 2: Cruise Control (1997),"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers."
1093,Live Nude Girls (1995),
1094,"Thin Line Between Love and Hate, A (1996)",
1095,High School High (1996),"Filmed on a 90s handcam, following students and their teachers on their last day of highschool. Originally shot for  highschool reunion but later edited and uploaded to YouTube."
1096,Commandments (1997),
1098,Flirting With Disaster (1996),
1099,"Red Firecracker, Green Firecracker (1994)",
1100,What Happened Was... (1994),
1105,Firestorm (1998),
1106,"Newton Boys, The (1998)",
1107,Beyond Rangoon (1995),
1108,Feast of July (1995),
1109,Death and the Maiden (1994),
1110,Tank Girl (1995),
1113,Mrs. Parker and the Vicious Circle (1994),
1114,Faithful (1996),
1115,Twelfth Night (1996),
1116,"Mark of Zorro, The (1940)",
1117,Surviving Picasso (1996),
1120,I'm Not Rappaport (1996),
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",
1123,"Last Time I Saw Paris, The (1954)",
1124,"Farewell to Arms, A (1932)",
1126,"Old Man and the Sea, The (1958)",
1127,"Truman Show, The (1998)",
1128,Heidi Fleiss: Hollywood Madam (1995) ,
1129,Chungking Express (1994),
1130,Jupiter's Wife (1994),
1131,Safe (1995),
1134,Get on the Bus (1996),
1135,"Doors, The (1991)",
1136,Ghosts of Mississippi (1996),
1137,Beautiful Thing (1996),
1138,Best Men (1997),
1140,"Road to Wellville, The (1994)",
1141,"War Room, The (1993)",
1142,When We Were Kings (1996),
1143,Hard Eight (1996),
1144,"Quiet Room, The (1996)",
1145,Blue Chips (1994),
1148,Tom & Viv (1994),
1149,Walkabout (1971),
1150,Last Dance (1996),
1151,Original Gangstas (1996),
1152,In Love and War (1996),
1153,Backbeat (1993),
1154,Alphaville (1965),
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",
1156,Cyclo (1995),
1157,"Relic, The (1997)",
1158,"Fille seule, La (A Single Girl) (1995)",
1159,Stalker (1979),"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted."
1160,Love! Valour! Compassion! (1997),
1161,Palookaville (1996),
1162,Phat Beach (1996),
1163,"Portrait of a Lady, The (1996)",
1164,Zeus and Roxanne (1997),
1165,Big Bully (1996),
1166,Love & Human Remains (1993),
1167,"Sum of Us, The (1994)",
1169,Fresh (1994),
1170,Spanking the Monkey (1994),
1171,Wild Reeds (1994),
1172,"Women, The (1939)","Mothers, nurses, soldiers and deportees - these women fought against persecution for freedom and survival amid the turbulence of World war II."
1173,Bliss (1997),
1175,Hugo Pool (1997),
1178,Major Payne (1994),
1179,Man of the House (1995),
1180,I Love Trouble (1994),
1181,"Low Down Dirty Shame, A (1994)",
1183,"Cowboy Way, The (1994)",
1184,"Endless Summer 2, The (1994)",
1185,In the Army Now (1994),
1187,Switchblade Sisters (1975),
1192,"Boys of St. Vincent, The (1993)",
1193,Before the Rain (Pred dozhdot) (1994),
1194,Once Were Warriors (1994),
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),
1196,"Savage Nights (Nuits fauves, Les) (1992)",
1199,Cemetery Man (Dellamorte Dellamore) (1994),
1200,Kim (1950),
1201,Marlene Dietrich: Shadow and Light (1996) ,
1203,Top Hat (1935),
1205,"Secret Agent, The (1996)",
1206,Amos & Andrew (1993),
1207,Jade (1995),
1208,Kiss of Death (1995),
1210,Virtuosity (1995),
1213,Guilty as Sin (1993),
1214,In the Realm of the Senses (Ai no corrida) (1976),
1215,Barb Wire (1996),
1216,Kissed (1996),
1217,Assassins (1995),
1218,Friday (1995),
1219,"Goofy Movie, A (1995)",
1220,Higher Learning (1995),
1221,When a Man Loves a Woman (1994),
1222,Judgment Night (1993),
1224,"Scout, The (1994)",
1225,Angus (1995),
1226,Night Falls on Manhattan (1997),
1227,"Awfully Big Adventure, An (1995)",
1228,Under Siege 2: Dark Territory (1995),
1231,Marked for Death (1990),
1232,Madonna: Truth or Dare (1991),
1233,Nénette et Boni (1996),
1234,Chairman of the Board (1998),
1235,"Big Bang Theory, The (1994)",
1236,"Other Voices, Other Rooms (1997)",
1237,Twisted (1996),
1238,Full Speed (1996),
1239,Cutthroat Island (1995),
1240,Ghost in the Shell (Kokaku kidotai) (1995),
1241,"Van, The (1996)",
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",
1243,Night Flier (1997),
1244,Metro (1997),
1246,Bushwhacked (1995),
1247,Bad Girls (1994),
1249,For Love or Money (1993),
1251,A Chef in Love (1996),
1252,"Contempt (Mépris, Le) (1963)",
1253,"Tie That Binds, The (1995)",
1255,Broken English (1996),
1256,"Designated Mourner, The (1997)",
1257,"Designated Mourner, The (1997)",
1258,Trial and Error (1997),
1259,Pie in the Sky (1995),
1260,Total Eclipse (1995),
1262,Walking and Talking (1996),
1263,Foxfire (1996),
1264,Nothing to Lose (1994),
1265,Star Maps (1997),
1267,Clockers (1995),
1268,Bitter Moon (1992),
1269,Love in the Afternoon (1957),
1270,Life with Mikey (1993),
1271,North (1994),
1272,Talking About Sex (1994),
1275,Killer (Bulletproof Heart) (1994),
1276,Sunset Park (1996),
1277,Set It Off (1996),
1278,Selena (1997),
1279,Wild America (1997),
1280,Gang Related (1997),
1282,"Grass Harp, The (1995)",
1283,Out to Sea (1997),
1284,Before and After (1996),
1285,Princess Caraboo (1994),
1286,Shall We Dance? (1937),
1287,Ed (1996),"Once she'd been a dancer. Now she lies on a sidewalk, her blood seeping into the snow. The detectives of the 87th precinct are learning about ice: in a mulitimillion dollar showbiz scam, in the glittering diamonds that spill out of a dead man's vest, in the veins of a small time pusher. As the detectives scramble for evidence, as the city shivers, a killer is one step ahead, and the heat is still on."
1288,Denise Calls Up (1995),
1289,Jack and Sarah (1995),
1290,Country Life (1994),
1291,Celtic Pride (1996),
1292,"Simple Wish, A (1997)",
1294,Ayn Rand: A Sense of Life (1997),
1295,Kicked in the Head (1997),
1297,Love Affair (1994),
1298,"Band Wagon, The (1953)",
1299,Penny Serenade (1941),
1300,'Til There Was You (1997),
1301,Stripes (1981),
1304,New York Cop (1996),
1307,Carmen Miranda: Bananas Is My Business (1994),
1308,Babyfever (1994),
1309,"Very Natural Thing, A (1974)",
1311,Waiting to Exhale (1995),
1313,Palmetto (1998),
1314,Surviving the Game (1994),
1315,Inventing the Abbotts (1997),
1316,"Horse Whisperer, The (1998)",
1318,Catwalk (1995),
1319,"Neon Bible, The (1995)",
1322,Metisse (Café au Lait) (1993),
1324,Loaded (1994),
1325,August (1996),"It was a historic moment that every Oasis fan wanted to be there for, the biggest show in British history that no one had ever seen before.  The world's first uncut theatrical screening of the first day of the legendary outdoor show at the peak of Oasis' career, which drew 250,000 people over 2 days."
1327,Captives (1994),
1328,Of Love and Shadows (1994),
1329,"Low Life, The (1994)",
1330,An Unforgettable Summer (1994),
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),
1333,Midnight Dancers (Sibak) (1994),
1334,Somebody to Love (1994),
1335,American Buffalo (1996),
1338,Two Deaths (1995),
1339,Stefano Quantestorie (1993),
1341,Hedd Wyn (1992),
1343,Lotto Land (1995),
1344,"Story of Xinghua, The (1993)",
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",
1349,Mille bolle blu (1993),
1350,Crows and Sparrows (1949),
1351,Lover's Knot (1996),
1354,Venice/Venice (1992),
1355,Infinity (1996),
1358,The Deadly Cure (1996),
1360,"Sexual Life of the Belgians, The (1994)",
1362,American Strays (1996),
1363,"Leopard Son, The (1996)",
1364,Bird of Prey (1996),
1366,JLG/JLG - autoportrait de décembre (1994),
1367,Faust (1994),
1368,Mina Tannenbaum (1994),
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",
1370,I Can't Sleep (J'ai pas sommeil) (1994),
1371,"Machine, The (1994)",Rage Against The Machine - Live at Pinkpop Festival 1994
1372,"Stranger, The (1994)",
1373,Good Morning (1971),
1374,Falling in Love Again (1980),
1375,"Cement Garden, The (1993)",
1378,Rhyme & Reason (1997),
1379,Love and Other Catastrophes (1996),
1381,Losing Chase (1996),
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",
1384,Squeeze (1996),
1385,Roseanna's Grave (For Roseanna) (1997),
1386,Tetsuo II: Body Hammer (1992),
1387,Fall (1997),"The new World order battles The Four Horseman in a WarGames Cage Match. ""The Total Package"" Lex Luger and ""Diamond"" Dallas Page join forces to face Scott Hall and ""Macho Man"" Randy Savage in a No Disqualification Match. The Steiner Brothers collide with Harlem Heat. Eddy Guerrero challenges Chris Jericho for the WCW Cruiserweight Championship!"
1389,Mondo (1996),
1390,"Innocent Sleep, The (1995)",
1391,For Ever Mozart (1996),
1392,"Locusts, The (1997)",
1393,Stag (1997),
1395,Hurricane Streets (1998),
1396,Stonewall (1995),
1397,Of Human Bondage (1934),
1398,Anna (1996),
1399,Stranger in the House (1997),
1400,Picture Bride (1995),
1401,M. Butterfly (1993),
1402,"Ciao, Professore! (1993)",
1403,Caro Diario (Dear Diary) (1994),
1404,Withnail and I (1987),
1405,Boy's Life 2 (1997),
1406,When Night Is Falling (1995),
1407,"Specialist, The (1994)",
1408,Gordy (1995),
1409,"Swan Princess, The (1994)",
1410,Harlem (1993),
1411,Barbarella (1968),
1412,Land Before Time III: The Time of the Great Giving (1995) (V),
1413,Street Fighter (1994),
1414,Coldblooded (1995),
1417,"Turning, The (1992)",
1418,"Joy Luck Club, The (1993)",
1419,Highlander III: The Sorcerer (1994),
1420,Gilligan's Island: The Movie (1998),
1422,Suture (1993),
1423,"Walking Dead, The (1995)",
1424,I Like It Like That (1994),
1425,I'll Do Anything (1994),
1426,Grace of My Heart (1996),
1427,Drunks (1995),
1428,SubUrbia (1997),
1430,Ill Gotten Gains (1997),
1431,Legal Deceit (1997),
1432,"Mighty, The (1998)",
1434,Shooting Fish (1997),
1435,"Steal Big, Steal Little (1995)",
1436,Mr. Jones (1993),
1437,House Party 3 (1994),
1438,Panther (1995),
1440,Above the Rim (1994),
1441,Moonlight and Valentino (1995),
1442,"Scarlet Letter, The (1995)",
1444,That Darn Cat! (1965),
1445,Ladybird Ladybird (1994),
1447,Century (1993),
1448,My Favorite Season (1993),
1449,Pather Panchali (1955),A depiction of the life of an impoverished early twentieth century rural Bengali family.
1450,Golden Earrings (1947),
1451,Foreign Correspondent (1940),
1452,Lady of Burlesque (1943),
1453,Angel on My Shoulder (1946),
1454,Angel and the Badman (1947),
1455,"Outlaw, The (1943)",
1456,Beat the Devil (1954),
1457,Love Is All There Is (1996),
1458,"Damsel in Distress, A (1937)",
1460,Sleepover (1995),
1461,Here Comes Cookie (1935),
1462,"Thieves (Voleurs, Les) (1996)",
1463,"Boys, Les (1997)",
1464,"Stars Fell on Henrietta, The (1995)",
1465,Last Summer in the Hamptons (1995),
1467,"Saint of Fort Washington, The (1993)",
1468,"Cure, The (1995)",
1469,Tom and Huck (1995),
1471,Hideaway (1995),
1472,"Visitors, The (Visiteurs, Les) (1993)",
1473,"Little Princess, The (1939)",
1475,Bhaji on the Beach (1993),
1478,Dead Presidents (1995),
1479,Reckless (1995),
1480,Herbie Rides Again (1974),
1481,S.F.W. (1994),
1482,"Gate of Heavenly Peace, The (1995)",
1483,"Man in the Iron Mask, The (1998)",
1484,"Jerky Boys, The (1994)",
1485,"Colonel Chabert, Le (1994)",
1486,Girl in the Cadillac (1995),
1487,Even Cowgirls Get the Blues (1993),
1489,Chasers (1994),
1490,Fausto (1993),
1491,Tough and Deadly (1995),
1492,Window to Paris (1994),
1493,"Modern Affair, A (1995)",
1494,"Mostro, Il (1994)",
1495,Flirt (1995),
1496,Carpool (1996),
1498,Farmer & Chase (1995),
1500,Santa with Muscles (1996),
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),
1503,Gold Diggers: The Secret of Bear Mountain (1995),
1504,"Bewegte Mann, Der (1994)",
1505,Killer: A Journal of Murder (1995),
1506,Nelly & Monsieur Arnaud (1995),
1507,Three Lives and Only One Death (1996),
1508,"Babysitter, The (1995)",
1509,Getting Even with Dad (1994),
1511,Children of the Revolution (1996),
1512,"World of Apu, The (Apur Sansar) (1959)",
1513,Sprung (1997),
1514,Dream With the Fishes (1997),
1515,Wings of Courage (1995),
1516,"Wedding Gift, The (1994)",
1517,Race the Sun (1996),
1518,Losing Isaiah (1995),
1519,New Jersey Drive (1995),
1521,Mr. Wonderful (1993),
1522,Trial by Jury (1994),
1523,"Good Man in Africa, A (1994)",
1524,Kaspar Hauser (1993),
1525,"Object of My Affection, The (1998)",
1526,Witness (1985),"While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened."
1527,Senseless (1998),
1529,Underground (1995),
1530,Jefferson in Paris (1995),
1531,Far From Home: The Adventures of Yellow Dog (1995),
1532,Foreign Student (1994),
1533,I Don't Want to Talk About It (De eso no se habla) (1993),
1535,"Enfer, L' (1994)",
1536,Aiqing wansui (1994),
1537,Cosi (1996),
1538,All Over Me (1997),
1539,Being Human (1993),
1540,"Amazing Panda Adventure, The (1995)",
1541,"Beans of Egypt, Maine, The (1994)",
1542,"Scarlet Letter, The (1926)",
1543,Johns (1996),
1545,Frankie Starlight (1995),
1546,Shadows (Cienie) (1988),
1547,"Show, The (1995)","Riverdance--The Show is a cultural phenomenon that defies criticism for the enthusiastic and leaves everyone else scratching their heads. The wonderfully talented cast, headed by the Riverdance Irish Dance Company, bewitchingly spins (and stomps) its Celtic folk choreography featuring numerous breathless solos by Michael Flatley (since departed) and Jean Butler. The mellifluous Riverdance Orchestra boasts Davy Spillane, who coaxes plaintive lamentations out of a peculiar instrument that resembles a bagpipe in a metal leg brace. For Enya fans, there is the sound-alike choral group Anuna, who casts a similarly New Age-style vocal spell. Also thrown into the mix are such disparate folk traditions as American gospel and Spanish flamenco. Though it's only 70 minutes long, Riverdance is repetitive by half. But judging from the ecstatic audience ovations and the continued foot-stomping during and after the curtain calls, too much is still not enough. --Richard Natale"
1550,Destiny Turns on the Radio (1995),
1551,"Glass Shield, The (1994)",
1553,"Underneath, The (1995)",
1555,"Secret Adventures of Tom Thumb, The (1993)",
1556,Condition Red (1995),
1557,Yankee Zulu (1994),
1558,Aparajito (1956),
1559,Hostile Intentions (1994),
1561,Tigrero: A Film That Was Never Made (1994),
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",
1563,"Promise, The (Versprechen, Das) (1994)",
1565,Daens (1992),
1566,"Man from Down Under, The (1943)",
1568,Vermont Is For Lovers (1992),
1569,"Vie est belle, La (Life is Rosey) (1987)",
1570,Quartier Mozart (1992),
1573,Spirits of the Dead (Tre passi nel delirio) (1968),
1574,Pharaoh's Army (1995),
1575,"I, Worst of All (Yo, la peor de todas) (1990)",
1576,"Hungarian Fairy Tale, A (1987)",
1577,"Death in the Garden (Mort en ce jardin, La) (1956)",
1578,"Collectionneuse, La (1967)",
1579,Baton Rouge (1988),
1580,Liebelei (1933),
1582,T-Men (1947),
1583,"Invitation, The (Zaproszenie) (1986)",
1584,"Symphonie pastorale, La (1946)",
1585,American Dream (1990),
1586,Lashou shentan (1992),
1587,Terror in a Texas Town (1958),
1588,Salut cousin! (1996),
1589,Schizopolis (1996),
1590,"To Have, or Not (1995)",
1591,Duoluo tianshi (1995),
1592,"Magic Hour, The (1998)",
1593,Death in Brunswick (1991),
1594,Everest (1998),
1595,Shopping (1994),
1596,Nemesis 2: Nebula (1995),
1597,Romper Stomper (1992),
1598,City of Industry (1997),
1599,Someone Else's America (1995),
1600,Guantanamera (1994),
1601,Office Killer (1997),
1602,"Price Above Rubies, A (1998)",
1603,Angela (1995),
1604,He Walked by Night (1948),
1605,Love Serenade (1996),
1607,Hurricane Streets (1998),
1608,Buddy (1997),
1609,B*A*P*S (1997),
1610,"Truth or Consequences, N.M. (1997)",
1611,Intimate Relations (1996),
1612,"Leading Man, The (1996)",
1614,"Reluctant Debutante, The (1958)",
1615,Warriors of Virtue (1997),
1616,Desert Winds (1995),
1617,Hugo Pool (1997),
1618,King of New York (1990),
1620,"Sixth Man, The (1997)",
1623,"Cérémonie, La (1995)",
1626,Nobody Loves Me (Keiner liebt mich) (1994),
1629,Nico Icon (1995),
1631,"Slingshot, The (1993)",
1632,Land and Freedom (Tierra y libertad) (1995),
1633,Á köldum klaka (Cold Fever) (1994),
1635,Two Friends (1986) ,
1636,Brothers in Trouble (1995),
1637,Girls Town (1996),
1639,Bitter Sugar (Azucar Amargo) (1996),
1640,"Eighth Day, The (1996)",
1641,Dadetown (1995),
1642,Some Mother's Son (1996),
1643,Angel Baby (1995),
1644,Sudden Manhattan (1996),
1645,"Butcher Boy, The (1998)",
1646,Men With Guns (1997),
1647,Hana-bi (1997),
1648,"Niagara, Niagara (1997)",
1649,"Big One, The (1997)",
1650,"Butcher Boy, The (1998)",
1653,Entertaining Angels: The Dorothy Day Story (1996),
1654,Chairman of the Board (1998),
1655,"Favor, The (1994)",
1656,Little City (1998),
1657,Target (1995),
1659,Getting Away With Murder (1996),
1660,Small Faces (1995),
1661,"New Age, The (1994)",
1665,"Brother's Kiss, A (1997)",
1666,Ripe (1996),
1667,"Next Step, The (1995)",
1668,Wedding Bell Blues (1996),
1669,MURDER and murder (1996),
1670,Tainted (1998),
1672,Kika (1993),
1673,Mirage (1995),
1675,"Sunchaser, The (1996)",
1677,Sweet Nothing (1995),
1679,B. Monkey (1998),
1681,You So Crazy (1994),
1682,Scream of Stone (Schrei aus Stein) (1991),
